nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,gender
59,164.237288136,-0.424528862015,-0.866406117507,175,250,73.1310268229,25,270,127.5,232.5,105,Male
293,117.348122867,2.44803920374,5.76835678858,105,90,44.7355454491,40,275,90,125,35,Male
148,128.412162162,1.03896480152,4.5105485281,120,115,30.0789342317,30,270,115,140,25,Male
371,132.821203953,0.171870781399,-1.10488592132,120,30,75.4657580664,25,275,105,220,115,Male
66,215.454545455,-1.05532346991,0.359986589829,245,250,54.6457411405,40,275,175,255,80,Male
111,134.144144144,1.24593243961,0.0514009037585,110,105,49.7963142829,80,250,100,167.5,67.5,Male
273,115.835164835,1.72851378429,1.61181881861,90,90,45.0341174052,80,275,90,110,20,Male
170,154.441176471,1.46284034432,0.801707410586,135,125,43.6309328859,120,265,125,155,30,Male
176,138.373106061,-0.0182492804987,-1.2063219456,135,135,76.2385464751,25,275,43.75,215,171.25,not_specified
50,98.1266666667,1.2395914688,1.19843825116,85,40,58.2542660336,25,270,51.25,123.75,72.5,not_specified
54,102.395061728,0.432951437385,-0.204202390815,95,120,51.5735151539,25,235,75,133.25,58.25,not_specified
61,112.194379391,0.744257160959,0.029679007716,100,100,63.8366623491,24,275,75,140,65,not_specified
153,139.11328976,0.792536178668,-0.640905217391,115,110,57.3584350405,70,275,95,180,85,Male
134,140.458422175,0.687967957641,-0.799991277739,120,95,57.743897135,40,275,95,180,85,Male
139,138.057553957,0.715506755985,-0.818809944765,115,85,57.0265049523,66.6666666667,275,90,187.5,97.5,Male
147,141.084224166,0.640550666997,-0.888750842915,120,105,54.8473605617,70,270,100,187.5,87.5,Male
176,166.188311688,0.0835188709608,-0.770920477889,150,200,49.6411265019,25,270,130,200,70,Male
134,81.5671641791,0.803278778744,0.185945926171,45,25,56.4675904617,25,275,25,130,105,Male
38,229.298245614,-0.691676289677,-0.927449494694,242.5,270,42.2738765693,140,275,191.25,268.75,77.5,Male
100,105.478571429,2.72085245221,5.55784396885,90,90,45.8552575269,80,265,90,90,0,Male
73,207.260273973,-1.83195858768,7.2561374095,205,180,39.9060634653,30,275,185,230,45,Female
73,204.178082192,-1.64713204045,5.80282254723,200,180,41.6526216399,30,275,185,230,45,Female
69,204.855072464,-1.67923707301,6.11676864201,205,225,37.8782471176,25,275,190,225,35,Female
65,201.538461538,-1.87201452815,7.4480672921,200,200,39.1046237373,30,275,185,225,40,Female
97,197.216494845,-1.70219762048,3.62760761902,205,180,50.4258620449,30,275,180,225,45,Female
65,203.384615385,-0.0126533334534,1.05974424335,200,185,28.2585275395,120,260,185,215,30,Female
11,142.272727273,1.06502664979,-0.652669857458,120,115,42.5528354126,105,225,115,160,45,Male
81,127.456790123,-0.205952005066,-0.756035522805,150,25,65.4388885366,24,265,80,160,80,Male
65,143.692307692,0.169415585062,-0.439889097272,130,120,60.4869784021,25,255,115,220,105,Male
384,158.040883819,0.282541937033,-0.7819361757,120,120,53.6892217289,30,275,120,206.25,86.25,Male
140,180.107142857,-0.383843134038,-1.10974882015,195,220,52.69680072,75,275,120,220,100,Male
176,125.3125,3.48951552486,19.502804416,125,135,21.0731696741,85,260,115,135,20,Male
98,51.9115646259,2.64126753845,5.80173729506,30,25,59.5310576734,24,270,25,35,10,Male
107,104.826435247,0.467389805394,-1.08577701592,70,45,72.3714696,25,265,45,155,110,Male
38,85.2192982456,1.21631433296,1.28573520351,85,25,59.2980023093,25,275,35,105,70,Male
177,123.276836158,1.50980009233,2.06105576444,110,110,39.3376973803,40,255,100,125,25,Male
161,122.391304348,2.59374868491,6.76723282623,115,105,34.6862017983,80,275,105,125,20,Male
125,132.733333333,1.29292387342,2.46188003721,125,125,38.6801126047,26.6666666667,250,115,135,20,Male
201,125.124378109,1.00477950177,2.49502949747,120,130,40.1812987457,25,250,105,130,25,Male
103,118.495145631,2.76318645807,8.05818229489,110,100,30.3605754152,75,240,100,120,20,Male
11,259.090909091,-0.684085812232,-1.15325921933,265,270,14.2730167892,235,275,247.5,270,22.5,Male
15,263.666666667,-1.4593666352,1.25617444697,265,265,9.21351664072,240,275,262.5,270,7.5,Male
173,146.837324525,0.483828436279,-1.28207595956,115,90,59.8364022159,70,275,90,195,105,Male
204,149.06092437,0.492138279332,-1.0767787235,122.5,90,56.7596287152,45,275,90,191.25,101.25,Male
135,116.047619048,0.843611918035,-0.144343300835,100,100,36.157754631,30,200,95,133.214285714,38.2142857143,Male
17,182.647058824,0.579551798894,-1.45780132094,150,145,57.2177894761,110,270,145,255,110,Male
564,125.202952797,-2.14472720878,4.94484194617,130,130,28.0155050521,20.8333333333,190,125,135,10,Male
600,121.177514617,-2.25807253905,8.18815179139,125,125,22.3610371628,25,225,120,130,10,Male
647,112.983696323,-0.947929956875,7.08338674114,115,115,17.9124682085,20.3045685279,230,105,125,20,Male
206,106.675110452,-0.280020181737,-0.239437961863,125,130,52.0660717998,20.2659911336,240,41.9595046854,135,93.0404953146,Male
211,107.633871638,-0.397027134422,0.0831916696308,125,135,48.3023328785,20.2659911336,235,110,135,25,Male
157,109.440479227,-0.00228123482799,-0.0225472593559,125,130,55.9786021823,25,255,45,135,90,Male
205,106.25665736,-0.622054328229,0.193787790869,120,120,45.0972955659,23.9282153539,240,110,130,20,Male
206,103.824066611,-0.124792851093,-0.144819592192,125,130,51.9605001003,25,240,45,130,85,Male
185,97.4414232138,-0.30981854878,-0.872928992899,125,25,51.6359981775,22.7272727273,235,30,130,100,Male
186,104.882939437,-0.923945235666,-0.751436536066,130,130,46.5323240074,23.4375,205,45,135,90,Male
597,119.982657968,-1.41023327925,9.6899843457,125,125,23.267138414,21.7391304348,275,115,130,15,Male
144,190.662698413,0.236838561975,-0.244816009403,175,170,34.8237728149,110,275,170,215,45,Male
114,129.736842105,0.366322535958,6.86817662604,130,130,22.2509816979,30,240,115,145,30,Male
123,114.070847851,1.30925399789,2.97030185692,115,90,37.7500990255,40,260,90,125.357142857,35.3571428571,Male
222,108.444444444,2.26729677001,4.68196754741,90,90,33.0515214436,75,245,90,115,25,Male
248,115.920698925,1.82060675723,3.07438716766,100,90,38.5473976484,70,270,90,130,40,Male
234,115.611111111,1.7397010415,2.98723232908,90,90,37.2692297892,80,275,90,135,45,Male
243,113.945914168,2.15126665799,4.297960119,90,90,43.5321389318,40,275,90,125,35,Male
217,112.185209568,2.4141461583,5.88237195074,93.3333333333,90,37.4903183486,80,275,90,120,30,Male
220,107.974675325,2.53158657256,6.7142451265,90,90,33.2746698968,80,275,90,110,20,Male
220,111.064502165,1.96061867821,3.67465132027,90,90,34.9351527462,80,275,90,120,30,Male
235,115.324822695,1.5317044742,1.49039020006,90,90,37.8058862342,80,260,90,130,40,Male
248,110.533026114,2.10402081193,4.50167060974,90,90,34.6955267489,75,275,90,125,35,Male
271,114.092953787,1.59192845675,1.85062236057,90,90,36.0113096389,80,260,90,130,40,Male
203,109.468214872,1.74253202299,2.76282427247,90,90,30.1236337624,80,215,90,125,35,Male
147,103.231292517,1.13928074068,1.75314910282,90,90,52.8034248437,25,270,85,117.5,32.5,Male
68,130.931372549,0.680356756414,-0.0443037177323,115,80,57.1393080027,25,275,85,166.25,81.25,Male
223,114.480674781,1.42345291842,0.515755974772,90,90,37.8320425766,80,200,90,125,35,Male
75,142.333333333,0.945692669802,1.48079630899,140,140,42.1768762344,40,275,102.5,140,37.5,Male
227,169.707363121,1.03359897496,1.29030388087,165,165,28.8860127427,120,275,150,185,35,Male
184,161.885610766,0.876564875632,1.67766071476,155,120,34.6145566529,40,275,139,175,36,Male
158,169.725738397,0.727081315393,0.801778384435,165,165,29.2377739361,120,265,145,185,40,Male
104,136.657800655,-0.08911541334,-1.43035345695,110,35,72.4438345641,25,250,95,206.25,111.25,Male
221,155.56561086,0.521158771344,-0.897021484237,120,120,48.9414785192,25,270,120,200,80,Female
246,154.864498645,0.0427871826045,-0.324571020511,120,120,51.7514356163,25,270,120,195,75,Female
230,160.260869565,0.518236098389,-1.11602569857,120,120,49.4220663542,25,265,120,200,80,Female
38,224.605263158,-1.30380228094,0.389514687168,255,255,54.5481629165,90,275,200,260,60,Male
113,136.778339654,1.55538991355,2.97825385899,120,120,25.0462232125,105,240,120,155,35,Male
13,126.153846154,2.92825509502,7.19772671892,115,115,36.5404857739,95,250,115,120,5,Male
80,258.245833333,-5.52877033628,37.2770111223,270,270,30.398864368,30,275,255,270,15,Male
106,137.987421384,-0.14492354431,-0.627567746312,140,180,58.4682702484,25,270,100,183.75,83.75,Male
112,148.228741497,0.0652809245055,0.928043656194,145.833333333,120,45.4817809361,30,270,120,170,50,Male
100,165.933333333,0.603378295409,-0.544384183629,160,120,49.2568776924,70,275,120,195,75,Male
101,144.993870816,-0.177701570349,1.75564779535,148.571428571,120,42.8199097856,30,270,120,165,45,Male
11,220,-2.60641264501,5.24612328592,235,235,37.2948936305,105,240,222.5,235,12.5,Male
212,123.528301887,0.931665513698,0.0815540801091,91.6666666667,90,49.6173168342,35,245,90,145,55,Male
286,129.596736597,1.10481579601,0.233223004272,125,90,47.6953611962,40,275,90,145,55,Male
39,127.948717949,0.490998325981,-0.0838640710362,110,105,48.6051325336,25,225,105,140,35,Male
17,152.156862745,0.0320284749751,-1.57699817277,145,100,50.9702101446,66.6666666667,220,110,205,95,Male
45,130.555555556,0.264080757785,-0.728180150997,110,105,58.9182316833,25,255,100,195,95,Male
51,112.483660131,1.40995782272,3.66588703662,105,100,46.3074086369,25,265,97.5,120,22.5,Male
27,124.62962963,0.60289722667,0.530115313674,115,105,46.1464240805,30,230,102.5,135,32.5,Male
24,127.569444444,0.634090868894,-0.535002243604,115,115,57.0249684728,35,245,98.75,143.75,45,Male
17,142.240300375,0.431308508429,-1.02499624929,125,105,46.0731067696,68.085106383,230,110,190,80,Male
32,125.729166667,0.512007506043,-0.388385983309,115,110,55.4917059306,25,245,95,142.5,47.5,Male
51,118.039215686,0.741276827933,1.05862597901,110,100,44.5354940114,25,240,100,127.5,27.5,Male
13,133.076923077,0.380158521426,-0.39551114222,120,110,55.3151273488,30,230,110,135,25,Male
83,108.253012048,1.8174634307,6.53838069331,100,100,33.7641869775,25,240,95,115,20,Male
49,120.034013605,0.689398751752,0.0902814938469,105,95,51.3231832397,25,235,95,130,35,Male
67,128.358208955,0.876772694085,0.0632035889297,110,105,50.1816704042,25,250,105,130,25,Male
86,122.054263566,1.08370070059,1.39871176737,110,105,52.3773788989,25,275,105,125,20,Male
66,120.808080808,0.690639688926,-0.145641090713,105,105,50.9895698256,25,220,100,123.75,23.75,Male
81,118.065843621,1.47077390218,2.53428103742,105,100,38.926310734,30,245,100,125,25,Male
32,67.8125,1.50370715209,0.450125950203,27.5,25,77.6303087959,25,245,25,37.5,12.5,Male
88,100.075757576,1.5771306294,1.69256002823,85,85,43.5251502609,25,225,80,96.25,16.25,Male
103,99.0776699029,2.2254682345,4.3452684333,90,85,36.7406785802,25,230,85,95,10,Male
100,193.285672515,-2.24753180406,5.45098673856,200,185,49.4261783474,25,265,183.75,220,36.25,Female
73,235.068493151,-1.22491612242,1.86631438286,235,230,31.2468425877,135,275,220,260,40,Male
124,137.347198642,-0.133719917996,0.73789600832,140,135,58.3493265315,21.0526315789,275,130,150,20,Male
133,122.481203008,-1.86363257901,2.78740826942,130,130,33.8040798142,25,170,120,140,20,Male
47,225.212765957,-1.55029536539,1.94928127381,235,225,40.5934363053,100,275,220,250,30,Male
43,215.697674419,-0.78697015666,-1.02311489533,245,265,59.6558092392,105,275,162.5,265,102.5,Male
40,113.125,0.377152475272,-0.794234754771,120,25,75.9826254811,25,275,30,162.5,132.5,Male
46,174.02173913,-0.354710991547,-1.29883891785,197.5,45,79.1230437303,40,275,106.25,248.75,142.5,Male
65,178.676923077,-0.506018060443,-0.647997947702,200,120,67.3363789418,24,275,125,230,105,Male
75,177.6,-0.30713602098,-1.08048842937,190,230,64.0279105807,40,275,120,230,110,Male
48,170.729166667,-0.244049600206,-0.342576449076,177.5,210,52.3210201478,45,275,135,210,75,Male
71,141.549295775,-0.302026538209,-0.499211321697,135,120,52.8190609887,40,230,117.5,185,67.5,Male
51,150.098039216,0.0893769901636,-0.780141567056,140,125,70.5336117628,25,275,115,197.5,82.5,Male
71,129.7518444,0.242702531776,-1.18856788777,125,45,73.5495892066,25,270,45,202.5,157.5,Male
63,155.396825397,-0.0258067008791,-0.899400757652,150,40,69.0082902042,35,275,110,212.5,102.5,Male
55,188.181818182,-0.507189184676,-0.865534474257,205,145,72.258146042,40,275,137.5,255,117.5,Male
86,166.569767442,-0.37541838351,-1.30031896548,202.5,45,79.7279590739,40,275,102.5,235,132.5,Male
50,188.2,-0.98321596303,-0.0840126691153,210,210,66.0814648748,40,265,141.25,243.75,102.5,Male
62,197.5,-0.575064872222,-0.656144784919,215,215,58.59752004,40,275,145,245,100,Male
56,165.446428571,-0.128498202951,-0.605325495291,157.5,200,59.5239806545,40,270,125,206.25,81.25,Male
56,180.357142857,-0.457431165448,-0.0232933936594,185,140,51.9001199322,40,275,140,215,75,Male
60,158.083333333,-0.589768969096,-0.0389756539081,152.5,125,53.9296738561,35,265,130,205,75,Male
45,153.555555556,-0.540732333419,-0.876887146476,160,215,61.8476822724,40,255,120,210,90,Male
61,172.306791569,-0.555997252743,-1.11506465856,205,40,79.9228460175,25,275,105,240,135,Male
52,154.134615385,-0.193100490143,-1.21512992985,145,40,77.9775679889,30,275,101.25,220,118.75,Male
48,148.208333333,-0.391903767875,0.574865778166,140,140,51.805307938,24,275,130,180,50,Male
71,184.718309859,-0.805268723224,-0.281535628667,205,205,68.4943059417,25,275,135,235,100,Male
49,165.102040816,-0.637022733744,-0.348205412593,180,200,57.8217686915,40,260,135,210,75,Male
45,180.555555556,-0.61603568994,-0.590475585347,200,215,66.7684408337,40,275,135,225,90,Male
61,167.131147541,-0.246354612512,-0.609753171647,165,140,67.438247505,40,275,130,215,85,Male
43,186.511627907,-0.628594355367,-0.259345482033,200,200,53.1729832139,45,275,140,217.5,77.5,Male
64,174.270833333,-0.421770116897,-0.37623707242,187.5,140,60.7132626402,35,275,133.75,215,81.25,Male
43,176.279069767,-0.584198676605,-0.267928168203,200,210,62.3390301353,25,275,140,215,75,Male
54,180.216049383,-0.590585986981,1.13748083143,195,140,44.5623970644,26.6666666667,275,140,210,70,Male
59,148.13559322,-0.16061967911,-0.944132383001,140,140,71.5085529143,35,275,105,205,100,Male
39,188.58974359,-0.328892871447,-1.3947735938,205,90,66.1481313373,80,275,117.5,247.5,130,Male
40,166.375,-0.252574028359,-0.220780456102,160,140,57.1728464833,40,265,135,210,75,Male
59,158.644067797,-0.224745154489,-0.801742606289,155,210,63.0699806945,40,270,120,210,90,Male
65,186.769230769,-0.611364533253,-0.386837926887,200,205,58.0479295942,40,275,140,225,85,Male
53,179.622641509,-0.609952372635,-0.0903928187369,190,225,58.0732219702,30,275,140,225,85,Male
45,160.111111111,-0.350557724601,-1.12650137301,180,125,70.596576002,40,265,115,215,100,Male
42,179.880952381,-0.571670090351,-0.89033290729,207.5,40,68.1777097986,40,270,115,228.75,113.75,Male
60,153,0.00858766208102,-0.50538768327,135,120,60.9453306934,25,275,120,205,85,Male
79,179.620253165,-0.125346771429,-0.916521465515,195,125,58.3191359257,40,275,125,220,95,Male
66,186.843434343,-0.768435166248,-0.608693236083,215,215,69.501670636,25,275,117.5,240,122.5,Male
73,191.712328767,-1.04607369645,0.164510140832,210,200,62.9264583706,35,275,175,235,60,Male
126,201.036314932,0.545027095798,0.162317335726,185,185,29.1639286572,120,270,185,220,35,Male
300,112.75,2.58242950651,6.20429038509,100,120,35.5765020765,80,260,95,120,25,Female
344,123.531976744,1.35129708265,1.17320136955,120,120,36.181617468,25,250,95,120,25,Male
25,136.885714286,1.22651487183,0.387533327194,125,90,59.2421113322,80,270,90,145,55,Male
123,109.525745257,1.04848355022,3.01079421001,105,105,34.2030973238,26.6666666667,215,95,120,25,Male
111,115.495495495,2.25807539785,4.68809320658,105,105,32.9068775839,80,245,100,117.5,17.5,Male
98,108.43537415,2.03279169511,5.81933063727,97.5,95,36.853894534,26.6666666667,275,90,115,25,Male
89,98.8764044944,0.0939509813889,8.42501965939,100,90,21.53847888,25,205,90,110,20,Male
79,103.860759494,0.883345610576,3.16895614393,100,90,34.1344082602,25,215,90,110,20,Male
82,110.304878049,1.63270614074,3.84001598376,105,110,40.177559877,30,260,90,115,25,Male
65,150.776556777,-0.883547221864,0.293485173756,160,150,55.3263044107,25,245,140,185,45,Male
79,111.286919831,1.44310662739,2.08196686236,105,85,38.0769719429,26.6666666667,235,90,115,25,Male
116,104.8091133,1.82231507571,8.27696309188,102.5,110,24.7910617588,22.8571428571,215,90,110,20,Male
95,101.526315789,1.4812316453,5.85179635146,95,90,31.1200873038,25,235,90,110,20,Male
91,107.943485086,1.67229978736,4.24255018702,100,85,35.9041788676,22.8571428571,255,90,115,25,Male
93,117.311827957,0.678113997849,-0.0406702018153,105,85,52.6785705537,25,260,90,135,45,Male
93,96.8996415771,0.0341810281949,5.4401282417,100,85,23.4655641311,26.6666666667,205,85,110,25,Male
105,112.587301587,1.92262294501,4.82064912197,105,105,37.9494100395,26.6666666667,275,95,115,20,Male
95,114.578947368,1.0087814311,0.909155151875,100,90,45.6223811528,25,255,90,125,35,Male
98,125.799319728,0.731985263348,-0.453787431639,110,115,50.7317372119,35,260,95,140,45,Male
65,107.153846154,1.8125124483,5.75847201719,105,105,40.893569466,30,270,90,115,25,Male
96,103.90625,1.0504398408,3.13317804949,100,95,34.1580511876,25,205,90,110,20,Male
123,108.536585366,1.84594881672,4.29613539833,100,100,40.1153403504,25,265,90,110,20,Male
73,122.945205479,1.15701843383,0.517326715438,110,85,44.6281103167,25,255,95,125,30,Male
60,104.928571429,2.95812472825,12.5645270831,102.5,105,28.6325833611,45.7142857143,255,90,110,20,Male
55,157.961038961,-0.822695149634,-0.340803433875,165,150,64.1086830298,25,240,141.428571429,202.5,61.0714285714,Male
85,179.410644258,0.0312995767477,-1.42182253582,170,225,49.669271386,95,270,140,225,85,Male
156,179.049145299,-0.06926555455,-1.43684000892,177.5,230,52.4898447508,90,275,130,230,100,Male
66,224.310966811,-0.331262326696,-0.244101291233,222.5,240,30.4377838124,135,275,201.25,249.166666667,47.9166666667,Male
107,123.08411215,1.63616548706,2.60726968035,110,110,39.2133206185,25,245,105,120,15,Male
38,187.236842105,0.0361106363958,-1.85652072086,212.5,120,65.5211633992,120,275,120,260,140,Male
151,120.052034059,0.445859823754,-0.631544861007,102.857142857,95,51.2246363477,25,235,95,170,75,Male
88,114.943181818,0.490241952841,-0.616984913017,100,105,54.4876554825,25,235,90,161.25,71.25,Male
138,108.275362319,0.725378708453,0.915413540948,100,95,46.020437822,24,260,95,110,15,Male
285,144.753891518,0.35364114132,1.67723021029,140,120,30.7688916902,24.9804839969,235,120,160,40,Female
35,145.857142857,-1.09629973631,1.85715271965,155,155,48.8654963619,25,265,147.5,162.5,15,Male
38,146.00877193,-0.436400201131,-0.159970047806,162.5,165,66.4277951601,30,275,145,170,25,Male
78,145.100732601,-0.287474109962,-0.862040022655,160,160,78.1655119438,22.8571428571,275,63.75,195,131.25,Male
33,138.636363636,-0.624914915526,-0.0831699716311,155,155,58.881914794,30,275,135,170,35,Male
60,133.042857143,-0.0205458034692,-1.0021541781,155,30,79.6731046555,24,275,30,161.25,131.25,Male
54,146.648148148,-0.760557057635,0.518006682004,160,155,59.9759696963,24,270,146.25,170,23.75,Male
47,134.829787234,-0.00946581938189,-0.784097931792,155,160,78.0388117157,25,275,35,165,130,Male
57,128.832080201,-1.48754210709E-05,-1.10402798076,155,30,80.9151165424,22.8571428571,275,30,170,140,Male
71,121.965124078,-0.159753589927,-1.03792880265,150,30,70.9168988192,22.8571428571,275,30,165,135,Male
26,130.576923077,-0.908615799287,-0.982717640567,160,35,60.1013074713,30,195,60,170,110,Male
23,156.956521739,-0.589037013873,0.981458619473,160,155,59.5406169448,25,275,155,175,20,Male
67,122.50533049,-0.0292589927151,-1.13664488046,155,25,77.3431197025,22.8571428571,275,30,162.5,132.5,Male
42,143.571428571,-0.488505502015,-0.103658340237,160,160,64.2566071671,30,275,140,170,30,Male
44,150.727272727,-0.812752746226,2.25508093554,160,160,50.238234098,30,275,150,165,15,Male
26,143.846153846,-0.838778029193,0.463236034437,160,155,56.8281432903,35,270,155,170,15,Male
39,111.811965812,0.192855244536,-1.39319472033,135,30,80.9419543301,24,275,30,180,150,Male
39,169.487179487,0.521110466581,3.47072031586,160,155,40.9939781662,35,275,155,167.5,12.5,Male
48,129.618055556,-0.288227199985,-1.39992455919,162.5,195,76.7430473864,25,265,35,195,160,Male
27,138.888888889,-0.597664572925,-0.000459211114615,155,35,60.0668352034,30,275,147.5,167.5,20,Male
66,165.984848485,-0.948364227368,1.16354497218,170,195,57.9837847941,25,270,150,195,45,Male
55,132.03030303,-0.60082080916,-0.923439938718,155,195,66.5754610275,25,270,37.5,185,147.5,Male
63,134.243386243,-0.124339627792,-0.655729162702,150,25,73.5879947255,24,275,37.5,165,127.5,Male
66,140.227272727,-0.0171226270165,-1.04217370837,155,30,81.5170172705,25,275,36.25,178.75,142.5,Male
60,128.733333333,-0.00111354117203,-1.19177007713,152.5,30,79.757242792,24,275,30,170,140,Male
27,148.395061728,-1.27642809189,0.344133249419,160,160,53.4113655263,30,215,155,177.5,22.5,Male
42,150.452380952,-0.0666355776012,-1.51633124212,160,270,92.9531890334,24,270,41.25,233.75,192.5,Male
57,168.859649123,-0.476954415181,-0.899155800462,170,145,80.0877673373,25,275,140,240,100,Male
19,131.842105263,0.13747034891,-1.65303666012,120,30,93.6989935114,25,275,35,232.5,197.5,Male
15,171.444444444,-0.645385303644,-1.1764160804,220,25,93.9283940557,25,275,95,245,150,Male
13,219.615384615,-1.49577493679,0.676708445002,260,275,84.3860528592,25,275,190,275,85,Male
13,145.769230769,-0.0415068999844,-1.56489064417,160,35,92.5461663139,30,270,45,220,175,Male
15,128,0.015435904134,-1.80162690664,175,25,96.7608736353,25,270,27.5,212.5,185,Male
12,105.833333333,0.379654920981,-1.78951393599,32.5,25,93.9377749127,25,240,25,206.25,181.25,Male
13,190.384615385,-1.09665331209,-0.235503488875,215,190,79.4079423092,25,265,190,245,55,Male
16,161.25,-0.647660760167,-0.963728456299,175,25,82.5094691535,25,260,127.5,228.75,101.25,Male
11,162.272727273,-0.239543195376,-1.69365313233,170,270,105.342809142,25,275,40,270,230,Male
11,147.727272727,-0.160677419939,-1.93839674331,220,25,108.005968614,25,260,30,247.5,217.5,Male
12,128.75,0.238294433372,-1.80344904703,80,25,104.18583157,25,270,28.75,235,206.25,Male
11,42.2727272727,0.863630566366,-0.984563354632,30,25,20.8199681647,25,80,25,55,30,Male
18,164.722222222,-0.506459707395,-1.26430536327,200,30,91.2638455588,25,275,61.25,237.5,176.25,Male
11,151.818181818,-0.369642871612,-1.14374226609,165,25,86.5571993559,25,270,87.5,210,122.5,Male
14,189.897959184,-1.05608950321,-0.10616199729,230,235,78.6534160101,25,270,156.25,247.5,91.25,Male
14,165.642857143,-0.401337265554,-1.7033241801,230,25,106.695566344,24,270,32.5,260,227.5,Male
12,161.071428571,-0.521245115992,-1.41674734335,195,250,91.2388750091,22.8571428571,255,67.5,242.5,175,Male
24,189.333333333,-0.896049739448,-0.994976260672,245,25,98.9518682099,24,275,120,261.25,141.25,Male
18,167.222222222,-0.502476385077,-1.22283586804,185,155,87.3795467211,25,275,97.5,248.75,151.25,Male
12,167.916666667,-0.504718950793,-1.51333231502,210,25,97.7125532138,25,275,43.75,247.5,203.75,Male
11,184.090909091,-0.839043266739,-1.07390174291,225,25,97.2769752683,25,275,112.5,257.5,145,Male
16,173.75,-0.666340926872,-1.09219244047,200,235,88.4501978517,25,270,118.75,241.25,122.5,Male
12,152.083333333,-0.262098543635,-1.48681957635,170,220,90.3109981613,25,270,43.75,222.5,178.75,Male
11,122.662337662,0.399957511722,-1.69184952452,40,25,107.99577867,25,270,25,247.5,222.5,Male
15,136.333333333,0.101727163147,-1.76293142091,150,30,104.298716302,25,275,30,232.5,202.5,Male
12,92.8333333333,0.834541436111,-0.962077672154,40,25,83.34649896,24,260,28.75,176.25,147.5,Male
11,175,-0.787545526013,-1.0693577992,205,25,90.1513878278,25,265,115,247.5,132.5,Male
12,121.388888889,0.337783611332,-1.63580299289,85,30,98.1868808968,25,265,30,231.25,201.25,Male
12,142.083333333,-0.335559388301,-1.52843182563,162.5,25,86.9017245066,25,255,30,221.25,191.25,Male
14,137.142857143,-0.131374667628,-1.80380708679,175,25,97.1323523732,25,255,26.25,233.75,207.5,Male
18,158.444444444,-0.250986764898,-1.40678078572,157.5,25,93.5831313279,25,270,56.5,256.25,199.75,Male
169,95.112707805,0.0144752248608,1.17704917588,105,110,35.7457179714,25,225,80,115,35,Male
137,93.5401459854,0.629160718701,1.47650158055,100,100,42.7783311336,25,260,70,110,40,Male
192,92.1614583333,0.0729767102202,1.67512698935,100,110,33.8022739305,25,215,78.75,110,31.25,Male
195,96.2564102564,-0.0855469971129,1.74693191354,100,100,33.6015246515,25,220,90,115,25,Male
205,95,0.149859146886,2.08139720103,100,100,32.3208005214,25,215,90,110,20,Male
182,102.673992674,0.419878033073,0.915071576639,100,100,38.6820254334,25,220,85,120,35,Male
149,92.4944071588,0.576243802246,1.17623284869,95,100,38.5177570065,25,215,75,110,35,Male
200,102.075,0.625783055895,0.200791116085,95,95,44.6661994689,25,220,85,115,30,Male
203,96.5944170772,-0.0502200708795,0.814367449728,100,100,35.8607998988,25,210,90,115,25,Male
173,93.2865400495,0.736926905789,3.60484374221,95,95,31.7463608234,28.5714285714,225,90,105,15,Male
168,99.255952381,-0.361654388367,0.94966728658,105,110,32.8897865576,25,200,88.75,115,26.25,Male
144,91.5277777778,0.205304679707,1.3233750265,95,95,34.0770618155,25,205,78.75,105,26.25,Male
125,129.64,0.962009356812,2.25164647371,125,120,32.6016932076,25,260,110,140,30,Male
144,121.770833333,1.32089028371,5.86787331621,120,105,25.5255097756,30,235,105,135,30,Male
130,119.192307692,0.949309101122,5.33391824281,115,120,29.7928995552,30,265,105,130,25,Male
191,106.151832461,1.21220917647,5.62171559903,100,100,23.6019119,30,210,95,115,20,Male
109,107.201834862,0.817996488778,3.576268571,105,100,30.2089906468,30,210,95,115,20,Male
118,108.093220339,3.09735270732,13.5726309586,105,100,18.8652614514,75,210,100,115,15,Male
97,127.886597938,1.34669949551,0.798961441219,110,105,41.844305501,80,255,100,135,35,Male
92,190.276915114,-0.159412963536,-1.6693827594,215,140,46.3783940404,120,265,140,228.928571429,88.9285714286,Male
86,193.026024363,-0.361117011036,-1.39552068722,205,140,41.1488127181,120,265,140,223.75,83.75,Male
121,185.123966942,-0.948037609193,-0.500304006296,225,225,75.7727758355,25,275,120,240,120,Male
140,169.913265306,-0.597079115453,-1.25855521233,225,240,88.0614625946,22.8571428571,275,115,245,130,Male
70,163.642857143,-0.688333020149,-0.58989662988,180,200,52.3035196069,45,275,125,200,75,Male
155,61.6450710352,1.35935001072,0.699571726058,25,25,53.3038814165,20.0836820084,205,25,85,60,Male
180,66.4879846522,1.13945049396,0.21355715258,30,25,53.5626150843,21.4190093708,200,25,90,65,Male
13,150.769230769,1.79392182844,1.48867345763,135,135,45.1853513468,115,260,130,140,10,Male
17,146.470588235,1.1530222508,0.0248350682133,135,135,30.4266091886,115,215,125,160,35,Male
20,138.75,1.63495855077,1.17374762417,125,120,34.3101661319,110,220,120,140,20,Male
26,155.769230769,0.607958611426,-0.230382793958,157.5,110,39.5088185797,105,250,122.5,175,52.5,Male
67,106.044776119,0.194980661809,-1.07910236991,105,100,9.98272064705,90,125,100,115,15,Male
161,108.387548134,1.72174264945,5.2009902686,100,100,33.2203399599,25,250,90,120,30,Male
